Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed,Level,EXP Needed
1680,2147483647,,,,,,,,,,,,,,,,,,
1681,2147483647,,,,,,,,,,,,,,,,,,
1682,2147483647,,,,,,,,,,,,,,,,,,
1683,2147483647,,,,,,,,,,,,,,,,,,
1684,2147483647,,,,,,,,,,,,,,,,,,
1685,2147483647,,,,,,,,,,,,,,,,,,
1686,2147483647,,,,,,,,,,,,,,,,,,
1687,2147483647,,,,,,,,,,,,,,,,,,
1688,2147483647,,,,,,,,,,,,,,,,,,
1689,2147483647,,,,,,,,,,,,,,,,,,
1690,2147483647,,,,,,,,,,,,,,,,,,
1691,2147483647,,,,,,,,,,,,,,,,,,
1692,2147483647,,,,,,,,,,,,,,,,,,
1693,2147483647,,,,,,,,,,,,,,,,,,
1694,2147483647,,,,,,,,,,,,,,,,,,
1695,2147483647,,,,,,,,,,,,,,,,,,
1696,2147483647,,,,,,,,,,,,,,,,,,
1697,2147483647,,,,,,,,,,,,,,,,,,
1698,2147483647,,,,,,,,,,,,,,,,,,
1699,2147483647,,,,,,,,,,,,,,,,,,
1700,2147483647,,,,,,,,,,,,,,,,,,
1701,2147483647,,,,,,,,,,,,,,,,,,
1702,2147483647,,,,,,,,,,,,,,,,,,
1703,2147483647,,,,,,,,,,,,,,,,,,
1704,2147483647,,,,,,,,,,,,,,,,,,
1705,2147483647,,,,,,,,,,,,,,,,,,
1706,2147483647,,,,,,,,,,,,,,,,,,
1707,2147483647,,,,,,,,,,,,,,,,,,
1708,2147483647,,,,,,,,,,,,,,,,,,
1709,2147483647,,,,,,,,,,,,,,,,,,
1710,2147483647,,,,,,,,,,,,,,,,,,
1711,2147483647,,,,,,,,,,,,,,,,,,
1712,2147483647,,,,,,,,,,,,,,,,,,
1713,2147483647,,,,,,,,,,,,,,,,,,
1714,2147483647,,,,,,,,,,,,,,,,,,
1715,2147483647,,,,,,,,,,,,,,,,,,
1716,2147483647,,,,,,,,,,,,,,,,,,
1717,2147483647,,,,,,,,,,,,,,,,,,
1718,2147483647,,,,,,,,,,,,,,,,,,
1719,2147483647,,,,,,,,,,,,,,,,,,
1720,2147483647,,,,,,,,,,,,,,,,,,
1721,2147483647,,,,,,,,,,,,,,,,,,
1722,2147483647,,,,,,,,,,,,,,,,,,
1723,2147483647,,,,,,,,,,,,,,,,,,
1724,2147483647,,,,,,,,,,,,,,,,,,
1725,2147483647,,,,,,,,,,,,,,,,,,
1726,2147483647,,,,,,,,,,,,,,,,,,
1727,2147483647,,,,,,,,,,,,,,,,,,
1728,2147483647,,,,,,,,,,,,,,,,,,
1729,2147483647,,,,,,,,,,,,,,,,,,
1730,2147483647,,,,,,,,,,,,,,,,,,
1731,2147483647,,,,,,,,,,,,,,,,,,
1732,2147483647,,,,,,,,,,,,,,,,,,
1733,2147483647,,,,,,,,,,,,,,,,,,
1734,2147483647,,,,,,,,,,,,,,,,,,
1735,2147483647,,,,,,,,,,,,,,,,,,
1736,2147483647,,,,,,,,,,,,,,,,,,
1737,2147483647,,,,,,,,,,,,,,,,,,
1738,2147483647,,,,,,,,,,,,,,,,,,
1739,2147483647,,,,,,,,,,,,,,,,,,
1740,2147483647,,,,,,,,,,,,,,,,,,
1741,2147483647,,,,,,,,,,,,,,,,,,
1742,2147483647,,,,,,,,,,,,,,,,,,
1743,2147483647,,,,,,,,,,,,,,,,,,
1744,2147483647,,,,,,,,,,,,,,,,,,
1745,2147483647,,,,,,,,,,,,,,,,,,
1746,2147483647,,,,,,,,,,,,,,,,,,
1747,2147483647,,,,,,,,,,,,,,,,,,
1748,2147483647,,,,,,,,,,,,,,,,,,
1749,2147483647,,,,,,,,,,,,,,,,,,
1750,2147483647,,,,,,,,,,,,,,,,,,
1751,2147483647,,,,,,,,,,,,,,,,,,
1752,2147483647,,,,,,,,,,,,,,,,,,
1753,2147483647,,,,,,,,,,,,,,,,,,
1754,2147483647,,,,,,,,,,,,,,,,,,
1755,2147483647,,,,,,,,,,,,,,,,,,
1756,2147483647,,,,,,,,,,,,,,,,,,
1757,2147483647,,,,,,,,,,,,,,,,,,
1758,2147483647,,,,,,,,,,,,,,,,,,
1759,2147483647,,,,,,,,,,,,,,,,,,
1760,2147483647,,,,,,,,,,,,,,,,,,
1761,2147483647,,,,,,,,,,,,,,,,,,
1762,2147483647,,,,,,,,,,,,,,,,,,
1763,2147483647,,,,,,,,,,,,,,,,,,
1764,2147483647,,,,,,,,,,,,,,,,,,
1765,2147483647,,,,,,,,,,,,,,,,,,
1766,2147483647,,,,,,,,,,,,,,,,,,
1767,2147483647,,,,,,,,,,,,,,,,,,
1768,2147483647,,,,,,,,,,,,,,,,,,
1769,2147483647,,,,,,,,,,,,,,,,,,
1770,2147483647,,,,,,,,,,,,,,,,,,
1771,2147483647,,,,,,,,,,,,,,,,,,
1772,2147483647,,,,,,,,,,,,,,,,,,
1773,2147483647,,,,,,,,,,,,,,,,,,
1774,2147483647,,,,,,,,,,,,,,,,,,
1775,2147483647,,,,,,,,,,,,,,,,,,
1776,2147483647,,,,,,,,,,,,,,,,,,
1777,2147483647,,,,,,,,,,,,,,,,,,
1778,2147483647,,,,,,,,,,,,,,,,,,
1779,2147483647,,,,,,,,,,,,,,,,,,
1780,2147483647,,,,,,,,,,,,,,,,,,
1781,2147483647,,,,,,,,,,,,,,,,,,
1782,2147483647,,,,,,,,,,,,,,,,,,
1783,2147483647,,,,,,,,,,,,,,,,,,
1784,2147483647,,,,,,,,,,,,,,,,,,
1785,2147483647,,,,,,,,,,,,,,,,,,
1786,2147483647,,,,,,,,,,,,,,,,,,
1787,2147483647,,,,,,,,,,,,,,,,,,
1788,2147483647,,,,,,,,,,,,,,,,,,
1789,2147483647,,,,,,,,,,,,,,,,,,
1790,2147483647,,,,,,,,,,,,,,,,,,
1791,2147483647,,,,,,,,,,,,,,,,,,
1792,2147483647,,,,,,,,,,,,,,,,,,
1793,2147483647,,,,,,,,,,,,,,,,,,
1794,2147483647,,,,,,,,,,,,,,,,,,
1795,2147483647,,,,,,,,,,,,,,,,,,
1796,2147483647,,,,,,,,,,,,,,,,,,
1797,2147483647,,,,,,,,,,,,,,,,,,
1798,2147483647,,,,,,,,,,,,,,,,,,
1799,2147483647,,,,,,,,,,,,,,,,,,
1800,2147483647,,,,,,,,,,,,,,,,,,
1801,2147483647,,,,,,,,,,,,,,,,,,
1802,2147483647,,,,,,,,,,,,,,,,,,
1803,2147483647,,,,,,,,,,,,,,,,,,
1804,2147483647,,,,,,,,,,,,,,,,,,
1805,2147483647,,,,,,,,,,,,,,,,,,
1806,2147483647,,,,,,,,,,,,,,,,,,
1807,2147483647,,,,,,,,,,,,,,,,,,
1808,2147483647,,,,,,,,,,,,,,,,,,
1809,2147483647,,,,,,,,,,,,,,,,,,
1810,2147483647,,,,,,,,,,,,,,,,,,
1811,2147483647,,,,,,,,,,,,,,,,,,
1812,2147483647,,,,,,,,,,,,,,,,,,
1813,2147483647,,,,,,,,,,,,,,,,,,
1814,2147483647,,,,,,,,,,,,,,,,,,
1815,2147483647,,,,,,,,,,,,,,,,,,
1816,2147483647,,,,,,,,,,,,,,,,,,
1817,2147483647,,,,,,,,,,,,,,,,,,
1818,2147483647,,,,,,,,,,,,,,,,,,
1819,2147483647,,,,,,,,,,,,,,,,,,
1820,2147483647,,,,,,,,,,,,,,,,,,
1821,2147483647,,,,,,,,,,,,,,,,,,
1822,2147483647,,,,,,,,,,,,,,,,,,
1823,2147483647,,,,,,,,,,,,,,,,,,
1824,2147483647,,,,,,,,,,,,,,,,,,
1825,2147483647,,,,,,,,,,,,,,,,,,
1826,2147483647,,,,,,,,,,,,,,,,,,
1827,2147483647,,,,,,,,,,,,,,,,,,
1828,2147483647,,,,,,,,,,,,,,,,,,
1829,2147483647,,,,,,,,,,,,,,,,,,
1830,2147483647,,,,,,,,,,,,,,,,,,
1831,2147483647,,,,,,,,,,,,,,,,,,
1832,2147483647,,,,,,,,,,,,,,,,,,
1833,2147483647,,,,,,,,,,,,,,,,,,
1834,2147483647,,,,,,,,,,,,,,,,,,
1835,2147483647,,,,,,,,,,,,,,,,,,
1836,2147483647,,,,,,,,,,,,,,,,,,
1837,2147483647,,,,,,,,,,,,,,,,,,
1838,2147483647,,,,,,,,,,,,,,,,,,
1839,2147483647,,,,,,,,,,,,,,,,,,
1840,2147483647,,,,,,,,,,,,,,,,,,
1841,2147483647,,,,,,,,,,,,,,,,,,
1842,2147483647,,,,,,,,,,,,,,,,,,
1843,2147483647,,,,,,,,,,,,,,,,,,
1844,2147483647,,,,,,,,,,,,,,,,,,
1845,2147483647,,,,,,,,,,,,,,,,,,
1846,2147483647,,,,,,,,,,,,,,,,,,
1847,2147483647,,,,,,,,,,,,,,,,,,
1848,2147483647,,,,,,,,,,,,,,,,,,
1849,2147483647,,,,,,,,,,,,,,,,,,
1850,2147483647,,,,,,,,,,,,,,,,,,
1851,2147483647,,,,,,,,,,,,,,,,,,
1852,2147483647,,,,,,,,,,,,,,,,,,
1853,2147483647,,,,,,,,,,,,,,,,,,
1854,2147483647,,,,,,,,,,,,,,,,,,
1855,2147483647,,,,,,,,,,,,,,,,,,
1856,2147483647,,,,,,,,,,,,,,,,,,
1857,2147483647,,,,,,,,,,,,,,,,,,
1858,2147483647,,,,,,,,,,,,,,,,,,
1859,2147483647,,,,,,,,,,,,,,,,,,
1860,2147483647,,,,,,,,,,,,,,,,,,
1861,2147483647,,,,,,,,,,,,,,,,,,
1862,2147483647,,,,,,,,,,,,,,,,,,
1863,2147483647,,,,,,,,,,,,,,,,,,
1864,2147483647,,,,,,,,,,,,,,,,,,
1865,2147483647,,,,,,,,,,,,,,,,,,
1866,2147483647,,,,,,,,,,,,,,,,,,
1867,2147483647,,,,,,,,,,,,,,,,,,
1868,2147483647,,,,,,,,,,,,,,,,,,
1869,2147483647,,,,,,,,,,,,,,,,,,
1870,2147483647,,,,,,,,,,,,,,,,,,
1871,2147483647,,,,,,,,,,,,,,,,,,
1872,2147483647,,,,,,,,,,,,,,,,,,
1873,2147483647,,,,,,,,,,,,,,,,,,
1874,2147483647,,,,,,,,,,,,,,,,,,
1875,2147483647,,,,,,,,,,,,,,,,,,
1876,2147483647,,,,,,,,,,,,,,,,,,
1877,2147483647,,,,,,,,,,,,,,,,,,
1878,2147483647,,,,,,,,,,,,,,,,,,
1879,2147483647,,,,,,,,,,,,,,,,,,
1880,2147483647,,,,,,,,,,,,,,,,,,
1881,2147483647,,,,,,,,,,,,,,,,,,
1882,2147483647,,,,,,,,,,,,,,,,,,
1883,2147483647,,,,,,,,,,,,,,,,,,
1884,2147483647,,,,,,,,,,,,,,,,,,
1885,2147483647,,,,,,,,,,,,,,,,,,
1886,2147483647,,,,,,,,,,,,,,,,,,
1887,2147483647,,,,,,,,,,,,,,,,,,
1888,2147483647,,,,,,,,,,,,,,,,,,
1889,2147483647,,,,,,,,,,,,,,,,,,
1890,2147483647,,,,,,,,,,,,,,,,,,
1891,2147483647,,,,,,,,,,,,,,,,,,
1892,2147483647,,,,,,,,,,,,,,,,,,
1893,2147483647,,,,,,,,,,,,,,,,,,
1894,2147483647,,,,,,,,,,,,,,,,,,
1895,2147483647,,,,,,,,,,,,,,,,,,
1896,2147483647,,,,,,,,,,,,,,,,,,
1897,2147483647,,,,,,,,,,,,,,,,,,
1898,2147483647,,,,,,,,,,,,,,,,,,
1899,2147483647,,,,,,,,,,,,,,,,,,
1900,2147483647,,,,,,,,,,,,,,,,,,
1901,2147483647,,,,,,,,,,,,,,,,,,
1902,2147483647,,,,,,,,,,,,,,,,,,
1903,2147483647,,,,,,,,,,,,,,,,,,
1904,2147483647,,,,,,,,,,,,,,,,,,
1905,2147483647,,,,,,,,,,,,,,,,,,
1906,2147483647,,,,,,,,,,,,,,,,,,
1907,2147483647,,,,,,,,,,,,,,,,,,
1908,2147483647,,,,,,,,,,,,,,,,,,
1909,2147483647,,,,,,,,,,,,,,,,,,
1910,2147483647,,,,,,,,,,,,,,,,,,
1911,2147483647,,,,,,,,,,,,,,,,,,
1912,2147483647,,,,,,,,,,,,,,,,,,
1913,2147483647,,,,,,,,,,,,,,,,,,
1914,2147483647,,,,,,,,,,,,,,,,,,
1915,2147483647,,,,,,,,,,,,,,,,,,
1916,2147483647,,,,,,,,,,,,,,,,,,
1917,2147483647,,,,,,,,,,,,,,,,,,
1918,2147483647,,,,,,,,,,,,,,,,,,
1919,2147483647,,,,,,,,,,,,,,,,,,
1920,2147483647,,,,,,,,,,,,,,,,,,
1921,2147483647,,,,,,,,,,,,,,,,,,
1922,2147483647,,,,,,,,,,,,,,,,,,
1923,2147483647,,,,,,,,,,,,,,,,,,
1924,2147483647,,,,,,,,,,,,,,,,,,
1925,2147483647,,,,,,,,,,,,,,,,,,
1926,2147483647,,,,,,,,,,,,,,,,,,
1927,2147483647,,,,,,,,,,,,,,,,,,
1928,2147483647,,,,,,,,,,,,,,,,,,
1929,2147483647,,,,,,,,,,,,,,,,,,
1930,2147483647,,,,,,,,,,,,,,,,,,
1931,2147483647,,,,,,,,,,,,,,,,,,
1932,2147483647,,,,,,,,,,,,,,,,,,
1933,2147483647,,,,,,,,,,,,,,,,,,
1934,2147483647,,,,,,,,,,,,,,,,,,
1935,2147483647,,,,,,,,,,,,,,,,,,
1936,2147483647,,,,,,,,,,,,,,,,,,
1937,2147483647,,,,,,,,,,,,,,,,,,
1938,2147483647,,,,,,,,,,,,,,,,,,
1939,2147483647,,,,,,,,,,,,,,,,,,
1940,2147483647,,,,,,,,,,,,,,,,,,
1941,2147483647,,,,,,,,,,,,,,,,,,
1942,2147483647,,,,,,,,,,,,,,,,,,
1943,2147483647,,,,,,,,,,,,,,,,,,
1944,2147483647,,,,,,,,,,,,,,,,,,
1945,2147483647,,,,,,,,,,,,,,,,,,
1946,2147483647,,,,,,,,,,,,,,,,,,
1947,2147483647,,,,,,,,,,,,,,,,,,
1948,2147483647,,,,,,,,,,,,,,,,,,
1949,2147483647,,,,,,,,,,,,,,,,,,
1950,2147483647,,,,,,,,,,,,,,,,,,
1951,2147483647,,,,,,,,,,,,,,,,,,
1952,2147483647,,,,,,,,,,,,,,,,,,
1953,2147483647,,,,,,,,,,,,,,,,,,
1954,2147483647,,,,,,,,,,,,,,,,,,
1955,2147483647,,,,,,,,,,,,,,,,,,
1956,2147483647,,,,,,,,,,,,,,,,,,
1957,2147483647,,,,,,,,,,,,,,,,,,
1958,2147483647,,,,,,,,,,,,,,,,,,
1959,2147483647,,,,,,,,,,,,,,,,,,
1960,2147483647,,,,,,,,,,,,,,,,,,
1961,2147483647,,,,,,,,,,,,,,,,,,
1962,2147483647,,,,,,,,,,,,,,,,,,
1963,2147483647,,,,,,,,,,,,,,,,,,
1964,2147483647,,,,,,,,,,,,,,,,,,
1965,2147483647,,,,,,,,,,,,,,,,,,
1966,2147483647,,,,,,,,,,,,,,,,,,
1967,2147483647,,,,,,,,,,,,,,,,,,
1968,2147483647,,,,,,,,,,,,,,,,,,
1969,2147483647,,,,,,,,,,,,,,,,,,
1970,2147483647,,,,,,,,,,,,,,,,,,
1971,2147483647,,,,,,,,,,,,,,,,,,
1972,2147483647,,,,,,,,,,,,,,,,,,
1973,2147483647,,,,,,,,,,,,,,,,,,
1974,2147483647,,,,,,,,,,,,,,,,,,
1975,2147483647,,,,,,,,,,,,,,,,,,
1976,2147483647,,,,,,,,,,,,,,,,,,
1977,2147483647,,,,,,,,,,,,,,,,,,
1978,2147483647,,,,,,,,,,,,,,,,,,
1979,2147483647,,,,,,,,,,,,,,,,,,
1980,2147483647,,,,,,,,,,,,,,,,,,
1981,2147483647,,,,,,,,,,,,,,,,,,
1982,2147483647,,,,,,,,,,,,,,,,,,
1983,2147483647,,,,,,,,,,,,,,,,,,
1984,2147483647,,,,,,,,,,,,,,,,,,
1985,2147483647,,,,,,,,,,,,,,,,,,
1986,2147483647,,,,,,,,,,,,,,,,,,
1987,2147483647,,,,,,,,,,,,,,,,,,
1988,2147483647,,,,,,,,,,,,,,,,,,
1989,2147483647,,,,,,,,,,,,,,,,,,
1990,2147483647,,,,,,,,,,,,,,,,,,
1991,2147483647,,,,,,,,,,,,,,,,,,
1992,2147483647,,,,,,,,,,,,,,,,,,
1993,2147483647,,,,,,,,,,,,,,,,,,
1994,2147483647,,,,,,,,,,,,,,,,,,
1995,2147483647,,,,,,,,,,,,,,,,,,
1996,2147483647,,,,,,,,,,,,,,,,,,
1997,2147483647,,,,,,,,,,,,,,,,,,
1998,2147483647,,,,,,,,,,,,,,,,,,
1999,2147483647,,,,,,,,,,,,,,,,,,
2000,2147483647,,,,,,,,,,,,,,,,,,
